userid,label,ff,inf,type1,type2,type3,times,,,,,,,,,,,
3054738993,0,1.29655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948824810,0,0.939393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548938182,0,0.49746192893401,0.493350221659278,0.49159402241594,0.217932752179328,0.290473225404732,1,1,1,0,0,0,0,0,1,1,1,1
296465140,0,0.417525773195876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333722906,0,0.906666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166124159,0,1.14814814814815,0.570379436964504,0.257403906742281,0.596093257718967,0.146502835538752,1,1,1,1,0,0,0,0,0,0,1,1
294562734,0,2.75466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021352646,0,0.498964803312629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114910555,0,0.95360824742268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306548180,0,0.607866795366795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910519015,0,1.14432989690722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147900782,0,5.9010989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303484324,0,0.901158827539196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106787019,0,2.85185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571300130,0,0.654627539503386,3.79020408163265,0.388642131979695,0.353426395939086,0.257931472081218,1,1,1,0,0,0,0,0,0,0,0,1
571602303,0,1.30232558139535,0.467213114754098,0.903703703703703,0.007407407407407,0.088888888888889,1,1,1,0,0,1,1,0,0,0,0,0
576967621,0,0.68421052631579,0.828282828282828,0.428777670837344,0.42492781520693,0.146294513955727,0,0,0,0,1,1,1,1,1,1,1,0
317296274,0,0.00181323662738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621429721,0,1.17708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560481692,0,1.6304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027713949,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148061189,0,4.18545454545455,0.06736938588451,0.686163522012579,0.175786163522013,0.138050314465409,1,1,1,1,0,0,0,0,0,1,1,1
149512577,0,1.54,1.17537313432836,0.334164588528678,0.332917705735661,0.332917705735661,0,0,0,0,0,1,1,1,1,1,1,1
704048113,0,1.05932203389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391796089,0,0.361194029850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762444463,0,0.093137254901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32688131,0,0.955758426966292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245115129,0,1.88262910798122,1.01269841269841,0.337620578778135,0.513397642015005,0.14898177920686,1,1,1,0,0,0,0,0,0,0,1,1
2877567647,0,1.34435261707989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387366902,0,0.862385321100918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169035707,0,2.24390243902439,0.235997482693518,0.492866004962779,0.038461538461539,0.468672456575682,1,1,1,0,1,0,0,0,0,0,1,1
322865349,0,0.991890738369612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96319587,0,0.831932773109244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83285256,0,0.66865671641791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220325358,0,0.337899543378995,1.03006681514477,0.283102143757881,0.05296343001261,0.663934426229508,0,0,0,0,0,0,0,0,1,1,1,1
288923751,0,1.7319587628866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144331803,0,0.817843866171004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152779738,0,1.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243819894,0,0.505181347150259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376957437,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328145177,0,1.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83296294,0,0.554115480153433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243926487,0,0.876640419947507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81437114,0,3.45175438596491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307962584,0,1.45226130653266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248827763,0,0.755784061696658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499922645,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166840403,0,1.33793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095345769,0,0.895076674737692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324487766,0,1.20617110799439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514604339,0,1.9672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116537112,0,0.493525179856115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839486461,0,2.09803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936513045,0,1.7125,0.449447077409163,0.397363465160075,0.318895166352794,0.283741368487131,0,0,0,0,0,1,1,1,1,0,0,0
74785094,0,0.662731871838111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30146653,0,0.929663608562691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236809977,0,1.94594594594595,0.046413502109705,0.904580152671756,0.024809160305344,0.070610687022901,0,1,0,0,1,1,1,1,0,0,0,0
220450406,0,1.23025210084034,0.387071651090343,0.399750933997509,0.517745952677459,0.082503113325031,0,0,0,0,0,1,1,0,1,1,1,0
17520304,0,0.800190294957184,1.01834282099937,0.490841353616889,0.415398944427197,0.093759701955914,0,0,0,0,0,0,1,1,1,1,1,0
52660118,0,0.344303797468354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289744306,0,0.008010793490176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402142792,0,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142074569,0,3.30660377358491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340696474,0,0.383128295254833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201113766,0,0.152394775036284,1.79184367034834,0.364622057001239,0.306071871127633,0.329306071871128,0,0,0,1,1,1,1,1,1,0,0,0
40831469,0,0.585507246376812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175108392,0,3.2875,0.131299734748011,0.46031746031746,0.327838827838828,0.211843711843712,1,1,0,0,0,0,0,0,1,1,1,1
2543328276,0,3.15540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482865517,0,0.487920621225194,4.26207605344296,0.309085133418043,0.677573062261753,0.013341804320203,0,0,1,1,1,1,0,0,0,0,0,0
141977425,0,0.538947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456001787,0,2.61111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272264836,0,1.46616541353383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349152819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58649802,0,0.763440860215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531007524,0,0.599022004889976,0.177477477477478,0.345256609642302,0.402177293934681,0.252566096423017,0,0,1,1,1,1,1,1,0,0,0,0
2955767954,0,0.832634388105223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595828119,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994985944,0,0.095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93821152,0,1.33644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616084173,0,1.94660194174757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595827319,0,1.39767054908486,1.52096774193548,0.195091252359975,0.251415984896161,0.553492762743864,1,1,1,1,1,0,0,0,0,0,1,1
68915174,0,1.392632524708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387026133,0,0.229281767955801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891962836,0,1.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082033923,0,0.286480686695279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53389180,0,0.941414141414141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890978697,0,0.833333333333333,0.003012048192771,0.948571428571429,0,0.051428571428572,0,0,1,1,1,1,0,1,0,0,1,1
1260499758,0,1.51935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17455999,0,0.413817166782973,0.399202733485194,0.540973505853358,0.119531731361676,0.339494762784966,1,1,1,0,0,0,0,0,1,1,1,1
709885621,0,2.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291570117,0,4.17083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33696967,0,1.73506493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562161460,0,1.23203285420945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413677126,0,0.092756183745583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712224658,0,0.303974221267454,1.05405405405405,0.480668110114445,0.066811011444479,0.452520878441076,0,0,0,0,0,0,1,1,1,1,0,0
1321389582,0,0.070826306913997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358976197,0,1.63725490196078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47479923,0,1.76229508196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524809586,0,1.45833333333333,0.517113783533765,0.340794451450189,0.181588902900378,0.477616645649433,1,1,1,1,1,0,0,0,0,0,1,1
28758925,0,1.16160388821385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18192239,0,3.48251748251748,0.014513788098694,0.879948914431673,0.006385696040868,0.113665389527458,0,0,0,0,0,0,0,1,1,1,1,1
400896343,0,0.984177215189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756433608,0,1.15764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32289927,0,3.28909952606635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856367704,0,1.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804830348,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207144936,0,2.19844357976654,0.413748378728923,0.436332767402377,0.188455008488964,0.375212224108659,0,0,0,1,1,1,1,1,0,0,0,0
135192904,0,0.538759689922481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85677419,0,2.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543392469,0,0.793814432989691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607411708,0,1.44144144144144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35551388,0,0.337209302325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393480403,0,1.24644549763033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738679910,0,0.443661971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162018954,0,2.84210526315789,0.344197138314785,0.39190031152648,0.223364485981308,0.384735202492212,0,0,0,0,0,1,1,1,0,0,0,0
532840492,0,0.920997920997921,0.263409961685824,0.669660038486209,0.290570878768441,0.03976908274535,1,1,1,1,1,0,0,0,0,0,0,0
541506684,0,0.892831281679942,0.220626631853786,0.717676452217364,0.233291692692067,0.049031855090568,1,1,1,1,1,1,1,1,0,0,0,0
299990409,0,0.913978494623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122205252,0,3.30837004405286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832903374,0,1.66086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127895572,0,0.984210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670730536,0,0.919354838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549701596,0,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753906162,0,2.42553191489362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593100391,0,1.45689655172414,2.28882252559727,0.729990657116163,0.102771722204921,0.167237620678916,1,1,1,0,0,0,0,0,0,1,1,1
1269622489,0,0.944711538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22951310,0,0.991108071135431,0.571801566579634,0.569375619425173,0.166997026759168,0.263627353815659,1,0,0,0,0,0,0,1,1,1,1,1
29396889,0,4.43269230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284102132,0,4.59090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481505805,0,0.247956403269755,0.837243401759531,0.43109987357775,0.460809102402023,0.108091024020228,1,1,0,0,0,0,0,0,1,1,1,1
708035550,0,0.988847583643122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983371691,0,0.162591687041565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348885670,0,0.71304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123209387,0,0.767441860465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671101821,0,0.543859649122807,0.320557491289199,0.268391521197007,0.127493765586035,0.604114713216958,1,1,0,0,0,0,0,0,0,1,1,1
1465100186,0,0.684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729686344,0,2.7843137254902,0.605095541401274,0.771498771498772,0.110565110565111,0.117936117936118,1,1,1,0,0,0,0,0,1,1,1,1
51625730,0,1.65863453815261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865789586,0,1.84873949579832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33411297,0,0.898289828982898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850494395,0,1.00440528634361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392517694,0,1.13218390804598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452817554,0,2.11560693641619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823241647,0,2.59090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411660735,0,0.699731903485255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361943550,0,1.95575221238938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595110809,0,0.896907216494845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263920631,0,0.041356739065754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261781756,0,2.33433734939759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45627569,0,0.881827550669873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104076022,0,0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065027181,0,1.03858024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594142749,0,1.015625,0.721947194719472,0.377687753194141,0.511062636335307,0.111249610470552,1,0,0,0,0,0,0,0,0,1,1,1
86235989,0,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245812733,0,2.10774410774411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486111271,0,0.94131455399061,0.849624060150376,0.53879713306326,0.186974135244625,0.274228731692116,1,0,0,0,0,0,0,0,1,1,1,1
27244453,0,0.875,0.713298791018998,0.359181141439206,0.095223325062035,0.545595533498759,1,1,0,0,0,0,0,0,0,1,1,1
86805382,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26683817,0,0.474418604651163,3.55381165919283,0.139200998751561,0.388888888888889,0.471910112359551,0,0,0,1,1,1,1,1,0,0,0,1
2482076730,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18510639,0,0.276347408170271,0.806253832004905,0.760018639328984,0.145386766076421,0.094594594594595,0,0,0,0,1,1,1,1,1,1,1,1
102895387,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323069159,0,1.02970297029703,0.935813953488372,0.711920529801324,0.117218543046358,0.170860927152318,1,1,1,0,0,0,1,0,0,0,0,0
24197313,0,0.835768847558951,1.95688622754491,0.518150791188334,0.168786844554763,0.313062364256903,1,1,1,0,0,0,0,1,1,1,1,1
412754103,0,0.897560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424328175,0,0.880222841225627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941279177,0,1.77729257641921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218308561,0,2.2770137524558,0.45776347546259,0.39776,0.51424,0.088,1,1,0,0,0,0,0,1,1,1,1,1
603047832,0,0.96875,0.059481037924152,0.788727959697733,0.145151133501259,0.066120906801008,1,1,0,0,0,0,0,1,0,0,0,1
28757342,0,12.9310344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222617763,0,0.287651677373305,0.833333333333333,0.341784037558685,0.435054773082942,0.223161189358372,1,0,0,0,0,0,0,1,1,0,1,1
40897354,0,0.977430555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333078665,0,0.396028037383178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114707913,0,0.885630498533724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53308462,0,0.544072948328267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568388087,0,0.911174785100286,0.506048387096774,0.476923076923077,0.228846153846154,0.294230769230769,1,1,1,0,0,0,0,0,1,1,0,0
2334997532,0,2.11428571428571,0.075987841945289,0.692631578947368,0.155789473684211,0.151578947368421,0,0,0,0,1,1,1,1,1,0,0,0
2193685661,0,0.700404858299595,0.898989898989899,0.42443729903537,0.278670953912111,0.296891747052519,1,1,1,1,0,0,0,0,0,0,0,0
335080461,0,2.43548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128266623,0,0.779661016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971533842,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527066073,0,1.79935275080906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363991245,0,0.680761099365751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21714748,0,15.2985074626866,0.259259259259259,0.28421052631579,0.578947368421053,0.136842105263158,1,1,1,1,0,0,0,1,1,0,0,0
152077459,0,0.233766233766234,0.061990212071778,0.38360450563204,0.107634543178974,0.508760951188986,1,1,1,1,0,0,0,0,0,0,0,0
636764655,0,1.06589147286822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58983782,0,1.45322245322245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545516275,0,6.74257425742574,0.016064257028113,0.930261519302615,0.021170610211706,0.048567870485679,1,1,1,0,0,0,0,0,0,0,1,1
33726503,0,1.82414307004471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32628646,0,1.85034013605442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91823642,0,2.31205673758865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51465730,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969199590,0,0.752711496746204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270752804,0,0.946188340807175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290521421,0,3.68201754385965,0.325542570951586,0.277829313543599,0.24443413729128,0.477736549165121,1,1,1,0,0,0,0,1,1,1,1,1
433559911,0,3.15642458100559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146252687,0,0.993421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398614422,0,0.851640513552069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913855980,0,1.3695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375871540,0,0.574144486692015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297808691,0,0.482604373757455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27014940,0,3.44230769230769,0.248953974895397,0.537682789651294,0.291338582677165,0.170978627671541,0,0,0,0,1,1,1,1,1,1,1,1
363309757,0,0.088317322590642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169418620,0,0.826388888888889,2.73945945945946,0.325589581133404,0.244280183034143,0.430130235832453,1,1,1,1,0,0,0,0,0,0,1,1
167099444,0,0.488117001828154,0.234470158343484,0.511367175334787,0.145748987854251,0.342883836810962,1,1,1,0,0,0,0,0,1,1,1,1
23413533,0,0.901593252108716,3.05385996409336,0.347581903276131,0.326365054602184,0.326053042121685,1,1,1,0,0,0,0,0,1,0,0,1
624223536,0,0.229166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287761206,0,0.957142857142857,1.017733230532,0.599630143319464,0.095700416088766,0.304669440591771,0,1,1,1,0,0,0,0,0,1,1,0
546074374,0,1.00865051903114,3.47054930509596,0.484760988129612,0.281360282322746,0.233878729547642,0,1,1,1,0,0,0,0,0,0,0,1
612832024,0,0.889972144846797,0.969230769230769,0.384136858475894,0.357076205287714,0.258786936236392,1,1,1,1,0,0,0,0,0,0,0,0
252595286,0,0.474847982310669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159691975,0,0.339302724328443,2.23223350253807,0.243435279579858,0.454742045103491,0.301822675316651,1,1,0,0,0,1,1,1,1,0,0,0
216112755,0,1.48620689655172,0.374883720930233,0.668116842759478,0.222809198259789,0.109073958980733,0,1,1,1,1,1,0,0,0,0,1,1
574566147,0,0.98,0.162639405204461,0.67334167709637,0.209324155193992,0.117334167709637,0,0,0,1,1,1,1,1,0,0,0,0
898427606,0,0.933139534883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455802121,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405970201,0,0.090712396826669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392963387,0,0.74368932038835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370908110,0,2.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27493957,0,0.632716049382716,0.51008151008151,0.732558139534884,0.115964802011314,0.151477058453803,1,1,0,0,0,0,0,1,1,1,1,1
1535051239,0,0.026180990324417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690030831,0,0.841880341880342,0.597680642283675,0.353739349952666,0.253076680340801,0.393183969706532,1,1,1,1,0,0,0,0,1,1,1,1
882866095,0,0.195744680851064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425786212,0,0.203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408968848,0,0.096153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573246139,0,1.2227027027027,2.61831591886908,0.525856496444732,0.282482223658694,0.191661279896574,1,1,1,1,0,0,0,0,0,0,1,1
2265815350,0,1.136638452237,0.089464882943144,0.373283395755306,0.318352059925094,0.3083645443196,1,0,0,0,0,0,0,0,0,1,1,1
315458934,0,1.88741721854305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104960620,0,6.46575342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347167636,0,0.907894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290332602,0,1,1.17003367003367,0.377142857142857,0.335238095238095,0.287619047619048,1,1,1,1,0,0,0,0,0,0,0,0
50252197,0,0.699646643109541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136566969,0,1.70198675496689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987929881,0,12.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715023975,0,1.5047619047619,0.251282051282051,0.302513186472231,0.324542351846106,0.372944461681663,0,0,0,0,0,1,1,1,1,1,1,0
2505586309,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143405692,0,0.424806201550388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636709756,0,1.04744525547445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240095033,0,2.04347826086957,1.0498753117207,0.555914972273567,0.295748613678373,0.148336414048059,1,1,1,0,0,0,0,0,1,1,1,1
375777649,0,0.749019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539759007,0,0.795221843003413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689315170,0,0.648831488314883,0.449232585596222,0.548397539656847,0.204596956943995,0.247005503399158,1,0,0,0,0,0,0,1,1,0,1,1
282616462,0,0.456140350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433146611,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21253156,0,1.52631578947368,0.071090047393365,0.197073474470735,0.523038605230386,0.279887920298879,1,0,0,0,0,0,1,1,1,1,1,1
624058980,0,3.24468085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408175668,0,1.4901185770751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366407174,0,2.11267605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648972316,0,1.15927419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460935354,0,0.945147679324894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472301455,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927086706,0,0.990322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403795054,0,1.04073319755601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422839809,0,1.87586206896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937792273,0,2.62434554973822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70557274,0,1.39189189189189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85826876,0,2.41949152542373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392385320,0,0.664739884393063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343749080,0,3.03314917127072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182276961,0,0.851851851851852,0.073024054982818,0.719184430027804,0.071980228606735,0.208835341365462,1,1,1,1,0,0,0,0,0,1,1,1
413056775,0,0.895953757225434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392978859,0,0.591328413284133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14982885,0,0.535202743594916,0.871240105540897,0.591448189762796,0.138264669163546,0.270287141073658,1,0,0,0,0,0,0,0,1,1,1,1
98596642,0,0.905882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243060684,0,1.94354838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321364888,0,1.14736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35942782,0,1.82307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
